id,split,rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,upper,player_name,relabel_hit_area,relabel_landing_area,pre_ball_speed,player_movement,hitting_ball_speed,opponent_movement,score
game27_set1_43655,val,30,2,00:29:06,43655,17,13,A,2,挑球,,,2.0,7.0,-0.0979,-0.0766,1.0,4.0,0.596,0.9388,,,,,7.0,-0.2112,-0.0856,8.0,-0.0883,0.6838,0,0,Anders Antonsen,7.0,1.0,0.2083259075994087,0.4592172470722802,0.1732930841162987,0.6271106797062431,0.3321199133992435
game27_set1_43690,val,30,3,00:29:07,43690,17,13,B,2,切球,1.0,,1.0,4.0,0.596,0.9388,2.0,2.0,0.5269,-0.0548,,,,,9.0,0.2118,-0.3601,8.0,0.3969,0.9597,0,1,Jonatan Christie,4.0,2.0,0.2843639390372257,0.213592040742707,0.3685678031002269,0.4631265375565384,0.3789571457212788
game27_set1_43707,val,30,4,00:29:08,43707,17,13,A,2,勾球,,,2.0,2.0,0.5269,-0.0548,2.0,7.0,-0.4687,0.4779,,,,,6.0,0.4589,-0.3189,8.0,0.3266,0.8774,0,0,Anders Antonsen,1.0,7.0,0.4543444155978096,0.5901951277642202,0.293451098819625,0.6528107190356044,0.5031312949210138
game27_set1_43730,val,30,5,00:29:09,43730,17,13,B,2,勾球,,,2.0,7.0,-0.4687,0.4779,2.0,2.0,0.469,-0.0083,,,,,7.0,0.125,-0.2671,8.0,-0.2988,0.5241,0,1,Jonatan Christie,7.0,7.0,0.3889576965298484,0.3877935231273051,0.3229279114553113,0.038748113975894,0.219489179237144
game27_set1_43750,val,30,6,00:29:10,43750,17,13,A,2,放小球,,,2.0,2.0,0.469,-0.0083,2.0,2.0,0.8522,0.4852,,,,,7.0,0.2682,-0.0634,8.0,-0.0686,0.6476,0,0,Anders Antonsen,7.0,1.0,0.4146163311210132,0.4639001553236012,0.1158312343700809,0.8115962403813469,0.4775751820626179
game27_set1_43771,val,30,7,00:29:10,43771,17,13,B,2,挑球,,1.0,2.0,2.0,0.8522,0.4852,1.0,3.0,-0.5223,-0.8275,,,,,7.0,0.2097,-0.1653,8.0,0.5433,0.4805,0,1,Jonatan Christie,2.0,1.0,0.2343452133427917,0.4436144884413853,0.4507508912367243,0.5801967417343425,0.444081758625384
game27_set1_43800,val,30,8,00:29:12,43800,17,13,A,2,點扣,1.0,,1.0,3.0,-0.5223,-0.8275,2.0,5.0,-0.6814,0.7518,,,,,8.0,-0.1557,-0.7123,8.0,-0.048,0.7353,0,0,Anders Antonsen,4.0,2.0,0.5258821986725968,0.5904968905974535,0.7792658918425641,0.9849125262374528,0.8912811299106033
game27_set1_43815,val,30,9,00:29:12,43815,17,13,B,2,擋小球,,,2.0,5.0,-0.6814,0.7518,2.0,7.0,-0.0477,0.0231,,,,,8.0,-0.2574,-0.7167,8.0,-0.4771,0.7205,0,1,Jonatan Christie,5.0,7.0,0.811844132971307,0.40992825455974,0.3526890840892626,0.7268567722095014,0.7173048797756638
game27_set1_43832,val,30,10,00:29:13,43832,17,13,A,2,推球,,,2.0,7.0,-0.0477,0.0231,1.0,5.0,-0.5919,0.7103,,,,,8.0,0.0148,-0.2159,8.0,-0.3023,0.7512,0,0,Anders Antonsen,7.0,2.0,0.4405224921112498,0.4725946515828083,0.5264997433938353,0.1008573719949952,0.3579324096435147
game27_set1_43843,val,30,11,00:29:13,43843,17,13,B,3,推球,,,1.0,5.0,-0.5919,0.7103,2.0,13.0,0.4175,-1.1999,出界,對手出界,A,,8.0,0.0463,-0.3319,8.0,-0.3276,0.7048,0,1,Jonatan Christie,5.0,7.0,,,,,
game27_set1_44624,train,31,1,00:29:44,44624,18,13,A,1,發短球,,1.0,2.0,,-0.0258,-0.1974,2.0,7.0,0.2643,0.4912,,,,,8.0,-0.0258,-0.1974,8.0,0.3558,0.7692,0,0,Anders Antonsen,8.0,7.0,0.0,0.0,0.2181036040673293,0.5263991494282605,0.2168136801414308
game27_set1_44642,train,31,2,00:29:45,44642,18,13,B,2,推球,,,2.0,7.0,0.2643,0.4912,2.0,8.0,-0.2609,-0.1551,,,,,8.0,0.0728,-0.2485,8.0,0.2896,0.5478,0,1,Jonatan Christie,7.0,7.0,0.3233700816440965,0.1602377138216291,0.6155601169190569,0.3086682132831458,0.4363600677238911
game27_set1_44651,train,31,3,00:29:46,44651,18,13,A,2,推球,,1.0,2.0,8.0,-0.2609,-0.1551,1.0,8.0,-0.1835,0.622,,,,,8.0,0.1453,-0.2904,8.0,0.2898,0.5736,0,0,Anders Antonsen,7.0,7.0,0.6693434253425447,0.90769827795371,0.5049415968960735,0.5578339110372575,0.6478004338327148
game27_set1_44661,train,31,4,00:29:46,44661,18,13,B,2,推球,,,1.0,8.0,-0.1835,0.622,2.0,7.0,-0.037,-0.1092,,,,,8.0,0.049,-0.3736,8.0,-0.1581,0.6787,0,1,Jonatan Christie,8.0,7.0,0.5730534967344244,0.4416754155786329,0.5351383854140513,0.2949466656059063,0.5042363739409876
game27_set1_44670,train,31,5,00:29:46,44670,18,13,A,2,推球,,1.0,2.0,7.0,-0.037,-0.1092,1.0,8.0,0.0564,0.7027,,,,,8.0,0.1213,-0.4526,8.0,-0.2528,0.6995,0,0,Anders Antonsen,7.0,7.0,0.5993388475959841,0.8105029874380574,0.3930734715317381,0.2345709370749523,0.4273638005610113
game27_set1_44683,train,31,6,00:29:47,44683,18,13,B,2,推球,,,1.0,8.0,0.0564,0.7027,2.0,8.0,0.037,-0.4617,,,,,8.0,0.214,-0.5177,8.0,-0.0333,0.7043,0,1,Jonatan Christie,8.0,7.0,0.4756758261362457,0.2276397563036487,0.921919824305519,0.4702627504918019,0.7070359078066082
game27_set1_44692,train,31,7,00:29:47,44692,18,13,A,2,擋小球,,1.0,2.0,8.0,0.037,-0.4617,2.0,7.0,0.1248,0.4863,,,,,8.0,0.2227,-0.541,8.0,0.0363,0.6667,0,0,Anders Antonsen,8.0,7.0,0.9360198765056768,0.9930488645104424,0.3199749186461771,0.1532427363446155,0.5068979151931804
game27_set1_44710,train,31,8,00:29:48,44710,18,13,B,2,挑球,,1.0,2.0,7.0,0.1248,0.4863,1.0,8.0,-0.2688,-0.6424,,,,,8.0,0.2343,-0.5271,8.0,0.0456,0.5688,0,1,Jonatan Christie,7.0,7.0,0.4120458441292079,0.1099820864597379,0.3010968623315772,0.1852526482523945,0.2839710171451965
game27_set1_44734,train,31,9,00:29:49,44734,18,13,A,2,切球,1.0,,1.0,8.0,-0.2688,-0.6424,2.0,1.0,-0.6383,0.4782,,,,,8.0,-0.1112,-0.4896,8.0,-0.108,0.7148,0,0,Anders Antonsen,8.0,2.0,0.3956130922318292,0.5238390777477561,0.3135136629690613,0.4260911663602165,0.3873182398581053
game27_set1_44757,train,31,10,00:29:50,44757,18,13,B,2,放小球,,,2.0,1.0,-0.6383,0.4782,2.0,1.0,-0.696,0.0395,,,,,5.0,-0.0999,-0.5454,8.0,-0.6079,0.5401,0,1,Jonatan Christie,1.0,1.0,0.4064215250934894,0.2530243807640742,0.0217161323222297,0.4498421947946062,0.2750618768042202
game27_set1_44780,train,31,11,00:29:51,44780,18,13,A,2,挑球,,1.0,2.0,1.0,-0.696,0.0395,1.0,9.0,0.3718,0.9391,,,,,7.0,-0.342,-0.0853,8.0,-0.3833,0.5758,0,0,Anders Antonsen,2.0,7.0,0.1524209889430198,0.2214780312422574,0.2075754100335485,0.4045645130888168,0.2255668788273254
game27_set1_44816,train,31,12,00:29:52,44816,18,13,B,3,點扣,1.0,,1.0,9.0,0.3718,0.9391,2.0,7.0,-0.2209,0.2349,掛網,對手掛網,A,,9.0,0.1275,-0.3692,8.0,0.2224,0.9445,0,1,Jonatan Christie,9.0,7.0,,,,,
game27_set1_45555,train,32,1,00:30:22,45555,18,14,A,1,發短球,,1.0,2.0,,0.0498,-0.1788,2.0,7.0,-0.1893,0.493,,,,,8.0,0.0498,-0.1788,8.0,-0.2774,0.7512,0,0,Anders Antonsen,8.0,7.0,0.0,0.0,0.183855469490672,0.4769854315583915,0.180304405656125
game27_set1_45574,train,32,2,00:30:22,45574,18,14,B,2,放小球,,1.0,2.0,7.0,-0.1893,0.493,2.0,1.0,-0.8256,0.0501,,,,,8.0,0.0174,-0.304,8.0,-0.2039,0.5498,0,1,Jonatan Christie,7.0,1.0,0.2935581619704066,0.1420584703301537,0.1962174643319733,0.5790747165157366,0.3583560297420705
game27_set1_45594,train,32,3,00:30:23,45594,18,14,A,2,挑球,,1.0,2.0,1.0,-0.8256,0.0501,1.0,9.0,0.2872,0.9496,,,,,7.0,-0.374,-0.1177,8.0,-0.2532,0.6273,0,0,Anders Antonsen,2.0,7.0,0.3043188881171272,0.3960256490271907,0.2870097978161351,0.2834898393899587,0.2736823023902682
game27_set1_45624,train,32,4,00:30:24,45624,18,14,B,2,長球,1.0,,1.0,9.0,0.2872,0.9496,1.0,4.0,0.5554,-0.8802,,,,,9.0,0.084,-0.3598,8.0,0.0528,0.9087,0,1,Jonatan Christie,9.0,2.0,0.3833507474073996,0.2132331826793885,0.3123229316200451,0.5953795281207177,0.4553233467212398
game27_set1_45661,train,32,5,00:30:26,45661,18,14,A,2,切球,,,1.0,4.0,0.5554,-0.8802,2.0,6.0,0.7481,0.5678,,,,,9.0,0.4243,-0.9495,8.0,-0.0179,0.7714,0,0,Anders Antonsen,3.0,1.0,0.4053850310546575,0.5152385569689589,0.6558910151066419,0.4687973424874365,0.5596295885595938
game27_set1_45677,train,32,6,00:30:27,45677,18,14,B,2,放小球,,1.0,2.0,6.0,0.7481,0.5678,2.0,2.0,0.9292,0.0679,,,,,8.0,0.3213,-0.5644,8.0,0.5247,0.6917,0,1,Jonatan Christie,6.0,2.0,0.704450198660223,0.4834957359584076,0.0570135824628553,0.5722513413410759,0.4739406200757349
game27_set1_45700,train,32,7,00:30:28,45700,18,14,A,2,挑球,,,2.0,2.0,0.9292,0.0679,1.0,4.0,0.7505,0.9386,,,,,8.0,0.3665,-0.1796,8.0,0.131,0.682,0,0,Anders Antonsen,1.0,1.0,0.1831463046802341,0.3239600948821925,0.1387105328348907,0.1662301036693064,0.1049161426105195
game27_set1_45728,train,32,8,00:30:29,45728,18,14,B,2,點扣,1.0,,1.0,4.0,0.7505,0.9386,2.0,5.0,-0.5642,-0.4375,,,,,8.0,0.1562,-0.4434,8.0,0.3713,0.8619,0,1,Jonatan Christie,4.0,1.0,0.2542609201821408,0.2426349705881935,0.9648796846376992,0.9757276785514244,0.8497400580040523
game27_set1_45743,train,32,9,00:30:29,45743,18,14,A,3,擋小球,,1.0,2.0,5.0,-0.5642,-0.4375,2.0,16.0,-1.282,0.4327,出界,對手出界,B,,8.0,0.188,-0.4852,9.0,0.4662,0.8927,0,0,Anders Antonsen,6.0,2.0,,,,,
game27_set1_46891,train,33,1,00:31:15,46891,19,14,B,1,發短球,,1.0,2.0,,0.2116,-0.4018,2.0,7.0,0.3207,-0.0218,,,,,8.0,0.2116,-0.4018,8.0,-0.0736,0.6476,0,1,Jonatan Christie,8.0,7.0,0.0,0.0,0.1305675240924677,0.4001007914949135,0.1234982686402118
game27_set1_46903,train,33,2,00:31:16,46903,19,14,A,2,推球,,,2.0,7.0,0.3207,-0.0218,1.0,8.0,0.216,0.7179,,,,,7.0,0.1609,-0.0168,8.0,-0.0936,0.6373,0,0,Anders Antonsen,7.0,7.0,0.2471726882088664,0.6143388521748882,0.6090433762127778,1.0,0.701955297624856
game27_set1_46911,train,33,3,00:31:16,46911,19,14,B,2,推球,,1.0,1.0,8.0,0.216,0.7179,1.0,7.0,0.0706,-0.0769,,,,,8.0,0.1899,-0.0493,7.0,-0.1533,0.6581,0,1,Jonatan Christie,8.0,7.0,0.6636708083410257,0.3594738175264825,0.671192963753869,0.367494879104321,0.634813316343398
game27_set1_46919,train,33,4,00:31:16,46919,19,14,A,2,推球,,,1.0,7.0,0.0706,-0.0769,1.0,8.0,-0.1778,0.72,,,,,7.0,0.2157,-0.1282,8.0,-0.1329,0.7251,0,0,Anders Antonsen,7.0,7.0,0.7177700617581969,0.863343963756163,0.6984408124787808,0.5702470478231435,0.7587916643911612
game27_set1_46927,train,33,5,00:31:17,46927,19,14,B,3,擋小球,,,1.0,8.0,-0.1778,0.72,2.0,1.0,-0.7288,0.3544,未過網,對手未過網,A,,8.0,0.1656,-0.2904,8.0,-0.2176,0.7407,0,1,Jonatan Christie,8.0,1.0,,,,,
game27_set1_47456,train,34,1,00:31:38,47456,20,14,A,1,發短球,,1.0,2.0,,-0.0373,-0.1835,2.0,7.0,0.2095,0.4965,,,,,8.0,-0.0373,-0.1835,8.0,0.3559,0.7847,0,0,Anders Antonsen,8.0,7.0,0.0,0.0,0.188726579379651,0.4840135413442948,0.1854971173229973
game27_set1_47475,train,34,2,00:31:39,47475,20,14,B,2,挑球,,,2.0,7.0,0.2095,0.4965,1.0,5.0,-0.5132,-0.7486,,,,,8.0,0.0759,-0.2114,8.0,0.2699,0.5788,0,1,Jonatan Christie,7.0,1.0,0.2977983093106047,0.1683559510914176,0.3197263307628711,0.340724295622091,0.3100905776511172
game27_set1_47503,train,34,3,00:31:40,47503,20,14,A,2,點扣,1.0,,1.0,5.0,-0.5132,-0.7486,2.0,6.0,0.7543,0.7635,,,,,8.0,-0.2892,-0.6656,8.0,-0.1627,0.7458,0,0,Anders Antonsen,6.0,1.0,0.411829456226609,0.5577166542438835,0.9510145156128554,0.5047422264292255,0.7069171210296363
game27_set1_47518,train,34,4,00:31:40,47518,20,14,B,2,擋小球,,1.0,2.0,6.0,0.7543,0.7635,2.0,7.0,0.3961,-0.0545,,,,,8.0,-0.3793,-0.6747,8.0,-0.1724,0.782,0,1,Jonatan Christie,6.0,7.0,0.98330306172092,0.5934125553696237,0.1999840839853673,0.643504426644245,0.6891147158519199
game27_set1_47541,train,34,5,00:31:41,47541,20,14,A,2,放小球,,,2.0,7.0,0.3961,-0.0545,2.0,2.0,0.8222,0.4749,,,,,7.0,0.303,-0.096,6.0,0.6439,0.64,0,0,Anders Antonsen,7.0,1.0,0.3075976115844445,0.4406903025741082,0.1269829220758861,0.1668949491393392,0.1543978749444435
game27_set1_47563,train,34,6,00:31:42,47563,20,14,B,2,挑球,,1.0,2.0,2.0,0.8222,0.4749,1.0,8.0,-0.4288,-0.7163,,,,,7.0,0.2478,-0.0912,7.0,0.578,0.4599,0,1,Jonatan Christie,2.0,7.0,0.2440524053467068,0.1103862653568448,0.3956964179857021,0.4754473683790797,0.3785809383356752
game27_set1_47592,train,34,7,00:31:43,47592,20,14,A,2,長球,,1.0,1.0,8.0,-0.4288,-0.7163,1.0,8.0,-0.4562,0.8701,,,,,8.0,-0.3329,-0.7026,8.0,-0.0733,0.6941,0,0,Anders Antonsen,8.0,7.0,0.4779590181979605,0.5419159123419104,0.5011658665944978,0.7868900850056207,0.6625923570948017
game27_set1_47614,train,34,8,00:31:44,47614,20,14,B,2,點扣,,,1.0,8.0,-0.4562,0.8701,2.0,5.0,-0.5206,-0.4237,,,,,8.0,0.0078,-0.4941,8.0,-0.162,0.8594,0,1,Jonatan Christie,8.0,1.0,0.5697668427355579,0.1914270461784956,0.9386842205898952,0.3634617299681125,0.708805207902335
game27_set1_47624,train,34,9,00:31:44,47624,20,14,A,2,防守回挑,,1.0,2.0,5.0,-0.5206,-0.4237,1.0,9.0,0.2323,0.9291,,,,,8.0,0.0195,-0.4848,8.0,-0.3813,0.8855,0,0,Anders Antonsen,6.0,7.0,0.9506127540911428,1.0,0.4853239425928279,0.4017145354481412,0.6938537729990962
game27_set1_47646,train,34,10,00:31:45,47646,20,14,B,2,切球,1.0,,1.0,9.0,0.2323,0.9291,2.0,7.0,-0.0919,-0.0394,,,,,8.0,0.0748,-0.4618,8.0,-0.212,0.8336,0,1,Jonatan Christie,9.0,7.0,0.5559769481426892,0.2794180733374292,0.3543794816957443,0.4033766103205229,0.4652206203825089
game27_set1_47664,train,34,11,00:31:46,47664,20,14,A,2,挑球,,1.0,2.0,7.0,-0.0919,-0.0394,1.0,4.0,0.7156,0.9335,,,,,8.0,0.0322,-0.2345,8.0,0.052,0.7903,0,0,Anders Antonsen,7.0,1.0,0.4419939298489236,0.4824102269204632,0.2767284770945957,0.2276150241421703,0.3048925049499067
game27_set1_47691,train,34,12,00:31:47,47691,20,14,B,2,點扣,1.0,,1.0,4.0,0.7156,0.9335,2.0,5.0,-0.4392,-0.4239,,,,,8.0,0.1764,-0.4945,8.0,0.3117,0.8826,0,1,Jonatan Christie,4.0,7.0,0.3744011823791518,0.2542948574749702,0.8937835500121489,0.4296309830980342,0.6328308203556701
game27_set1_47706,train,34,13,00:31:48,47706,20,14,A,2,擋小球,,1.0,2.0,5.0,-0.4392,-0.4239,2.0,7.0,-0.4636,0.4882,,,,,8.0,0.2667,-0.4251,9.0,0.3965,0.8928,0,0,Anders Antonsen,8.0,7.0,0.91152813821046,0.9749382683018816,0.1804120525532165,0.6557612844783561,0.6546005139789778
game27_set1_47731,train,34,14,00:31:49,47731,20,14,B,2,放小球,,,2.0,7.0,-0.4636,0.4882,2.0,7.0,-0.4564,0.065,,,,,7.0,-0.1568,-0.276,8.0,-0.3188,0.5138,0,1,Jonatan Christie,7.0,7.0,0.2905607762613347,0.3828978045981062,0.0141184748928573,0.2697111978943673,0.1425782115883745
game27_set1_47754,train,34,15,00:31:50,47754,20,14,A,2,放小球,,1.0,2.0,7.0,-0.4564,0.065,2.0,7.0,-0.2394,0.4569,,,,,7.0,-0.292,0.0286,8.0,-0.2688,0.5344,0,0,Anders Antonsen,7.0,7.0,0.1458074680668481,0.2045284042201764,0.0396506489046427,0.1311584570210184,0.0300880277787641
game27_set1_47775,train,34,16,00:31:51,47775,20,14,B,3,挑球,,1.0,2.0,7.0,-0.2394,0.4569,2.0,7.0,-0.3256,0.2351,掛網,對手掛網,A,,7.0,-0.0397,-0.0488,7.0,-0.2996,0.4054,0,1,Jonatan Christie,7.0,7.0,,,,,
game27_set1_48744,val,35,1,00:32:29,48744,21,14,A,1,發短球,,1.0,2.0,,0.0469,-0.1881,2.0,7.0,-0.1842,0.5033,,,,,8.0,0.0469,-0.1881,8.0,-0.2374,0.7614,0,0,Anders Antonsen,8.0,7.0,0.0,0.0,0.1473628972238678,0.4243334056122336,0.1414025105884828
game27_set1_48766,val,35,2,00:32:30,48766,21,14,B,2,放小球,,1.0,2.0,7.0,-0.1842,0.5033,2.0,2.0,0.5414,-0.0548,,,,,8.0,-0.081,-0.2159,8.0,-0.3184,0.5809,0,1,Jonatan Christie,7.0,2.0,0.261792530161491,0.1196986869198708,0.1693315653186079,0.2509408265591123,0.1895663761403007
game27_set1_48792,val,35,3,00:32:31,48792,21,14,A,2,挑球,,,2.0,2.0,0.5414,-0.0548,1.0,9.0,0.4865,0.9441,,,,,2.0,0.4075,-0.1194,8.0,0.086,0.6512,0,0,Anders Antonsen,1.0,7.0,0.2809155620192533,0.4150911767052367,0.1450386534059946,0.3358469203403338,0.2243625374518824
game27_set1_48823,val,35,4,00:32:32,48823,21,14,B,2,切球,1.0,,1.0,9.0,0.4865,0.9441,2.0,7.0,-0.3098,-0.0343,,,,,9.0,0.2114,-0.4621,8.0,0.3866,0.9134,0,1,Jonatan Christie,9.0,7.0,0.2597693493121687,0.1629858973658197,0.4154581027354144,0.5443324641669979,0.4241243222408738
game27_set1_48843,val,35,5,00:32:33,48843,21,14,A,2,放小球,,1.0,2.0,7.0,-0.3098,-0.0343,2.0,7.0,-0.1145,0.4929,,,,,8.0,-0.1971,-0.1924,9.0,0.3717,0.9185,0,0,Anders Antonsen,7.0,7.0,0.4951609407452032,0.5839590845296877,0.0690827778584729,0.4194682834313963,0.3212024291227393
game27_set1_48866,val,35,6,00:32:34,48866,21,14,B,2,放小球,,1.0,2.0,7.0,-0.1145,0.4929,2.0,1.0,-0.8351,0.1275,,,,,7.0,-0.0493,-0.2763,8.0,-0.1443,0.5032,0,1,Jonatan Christie,7.0,1.0,0.1936521581554027,0.2815642411740051,0.179913100446049,0.3176080524432395,0.1935411945861697
game27_set1_48888,val,35,7,00:32:35,48888,21,14,A,2,挑球,,1.0,2.0,1.0,-0.8351,0.1275,1.0,4.0,0.5561,0.9286,,,,,7.0,-0.6213,0.0239,7.0,-0.3287,0.5293,0,0,Anders Antonsen,2.0,1.0,0.2901264542077758,0.3572335764470074,0.2616601786286944,0.2887066918854994,0.2587030958120339
game27_set1_48924,val,35,8,00:32:36,48924,21,14,B,3,長球,,1.0,1.0,4.0,0.5561,0.9286,2.0,13.0,0.5575,-1.0565,出界,對手出界,A,,9.0,0.1221,-0.2671,8.0,0.4363,0.8978,0,1,Jonatan Christie,4.0,2.0,,,,,
game27_set2_52627,train,1,1,00:35:05,52627,1,0,A,1,發短球,,1.0,2.0,,0.1882,-0.4435,2.0,7.0,0.1375,-0.0539,,,,,8.0,0.1882,-0.4435,8.0,-0.0591,0.565,0,1,Anders Antonsen,8.0,7.0,0.0,0.0,0.1240232145806515,0.25979771693271,0.0958612479311316
game27_set2_52645,train,1,2,00:35:05,52645,1,0,B,2,勾球,,,2.0,7.0,0.1375,-0.0539,2.0,1.0,-0.6282,0.4885,,,,,8.0,0.0528,-0.1557,8.0,-0.034,0.596,0,0,Jonatan Christie,7.0,2.0,0.1712780798425792,0.4071942361243079,0.3287431761131194,0.7507435151341902,0.4648900978859063
game27_set2_52665,train,1,3,00:35:06,52665,1,0,A,2,放小球,,,2.0,1.0,-0.6282,0.4885,2.0,1.0,-0.7504,0.1067,,,,,7.0,0.009,-0.2298,8.0,-0.314,0.488,0,1,Anders Antonsen,1.0,1.0,0.3709860885564935,0.3433828475337673,0.110932942813237,0.5456046168253502,0.3698638561806482
game27_set2_52685,train,1,4,00:35:07,52685,1,0,B,2,推球,,1.0,2.0,1.0,-0.7504,0.1067,1.0,8.0,0.1167,0.7696,,,,,7.0,-0.301,-0.0157,8.0,-0.2535,0.586,0,0,Jonatan Christie,2.0,7.0,0.1585082840267486,0.3295633655942666,0.6529921777100247,0.7684256852949891,0.6050030307751865
game27_set2_52697,train,1,5,00:35:07,52697,1,0,A,2,點扣,1.0,,1.0,8.0,0.1167,0.7696,2.0,7.0,-0.0399,-0.0953,,,,,8.0,-0.2112,-0.0902,7.0,-0.2583,0.6169,0,1,Anders Antonsen,8.0,7.0,0.6872968281231518,0.3742402489075954,0.7547238130820869,0.9952412958057204,0.9699420569935778
game27_set2_52705,train,1,6,00:35:08,52705,1,0,B,3,推球,,,2.0,7.0,-0.0399,-0.0953,2.0,13.0,0.5419,1.0419,出界,對手出界,A,,8.0,-0.0378,-0.2995,8.0,-0.137,0.8593,0,0,Jonatan Christie,7.0,1.0,,,,,
game27_set2_53142,train,2,1,00:35:25,53142,1,1,A,1,發短球,,1.0,2.0,,-0.3203,-0.4659,2.0,7.0,-0.1325,0.018,,,,,8.0,-0.3203,-0.4659,8.0,0.0358,0.5894,0,1,Anders Antonsen,8.0,7.0,0.0,0.0,0.1804186327872655,0.3445727769467794,0.1559527750256566
game27_set2_53160,train,2,2,00:35:26,53160,1,1,B,2,放小球,,,2.0,7.0,-0.1325,0.018,2.0,1.0,-0.5884,0.4832,,,,,8.0,-0.2146,-0.197,8.0,-0.1284,0.6477,0,0,Jonatan Christie,7.0,2.0,0.2262928257731811,0.373522646226132,0.1800976135562307,0.5231476749443323,0.3281547082007075
game27_set2_53183,train,2,3,00:35:27,53183,1,1,A,2,放小球,,,2.0,1.0,-0.5884,0.4832,2.0,1.0,-0.5655,-0.0569,,,,,8.0,-0.026,-0.2485,8.0,-0.3933,0.5707,0,1,Anders Antonsen,1.0,1.0,0.2259796657329538,0.2437936742086023,0.1407244224725257,0.2307958670249244,0.1868172254489794
game27_set2_53206,train,2,4,00:35:28,53206,1,1,B,2,放小球,,1.0,2.0,1.0,-0.5655,-0.0569,2.0,1.0,-0.9879,0.3961,,,,,1.0,-0.3969,-0.0294,8.0,-0.3082,0.617,0,0,Jonatan Christie,2.0,2.0,0.1875704088672422,0.3247920638177244,0.1781262675228061,0.2237918277349752,0.1834070200205267
game27_set2_53228,train,2,5,00:35:29,53228,1,1,A,2,挑球,,,2.0,1.0,-0.9879,0.3961,1.0,3.0,-0.4964,-0.8879,,,,,1.0,-0.2869,-0.1225,7.0,-0.6833,0.4576,0,1,Anders Antonsen,1.0,7.0,0.2240565821807968,0.3718603457778922,0.3287933565769558,0.342640691208024,0.3136618386462507
game27_set2_53258,train,2,6,00:35:30,53258,1,1,B,2,長球,1.0,,1.0,3.0,-0.4964,-0.8879,1.0,9.0,0.4717,0.9647,,,,,9.0,-0.4436,-0.7627,8.0,-0.3929,0.6275,0,0,Jonatan Christie,9.0,7.0,0.3710350405025279,0.5272797200761419,0.4341783522891279,0.5430270275793985,0.5063822051144371
game27_set2_53294,train,2,7,00:35:31,53294,1,1,A,2,切球,1.0,,1.0,9.0,0.4717,0.9647,2.0,2.0,0.6545,-0.1107,,,,,9.0,0.0749,-0.4386,8.0,0.1574,0.9137,0,1,Anders Antonsen,9.0,2.0,0.4738400014084258,0.3025803057963443,0.5245233085079709,0.9563221845341578,0.7645254873339782
game27_set2_53309,train,2,8,00:35:32,53309,1,1,B,2,放小球,,,2.0,2.0,0.6545,-0.1107,2.0,2.0,0.7824,0.4801,,,,,8.0,0.427,-0.3049,9.0,0.2122,0.9085,0,0,Jonatan Christie,1.0,1.0,0.5619731329738564,0.8437449455812052,0.1934527855744131,0.3465583498889141,0.4015592392037107
game27_set2_53329,train,2,9,00:35:33,53329,1,1,A,2,放小球,,1.0,2.0,2.0,0.7824,0.4801,2.0,7.0,0.102,0.0485,,,,,8.0,0.3424,-0.3882,8.0,0.5287,0.5475,0,1,Anders Antonsen,2.0,7.0,0.239007876513269,0.4055989514095444,0.2909293251224094,0.3632818800023369,0.3126949168818376
game27_set2_53348,train,2,10,00:35:33,53348,1,1,B,2,挑球,,,2.0,7.0,0.102,0.0485,1.0,9.0,-0.3708,0.9526,,,,,7.0,-0.0226,-0.1371,8.0,0.1308,0.6511,0,0,Jonatan Christie,7.0,7.0,0.3340979960293673,0.3916255035465984,0.2604089644749352,0.5686443833573092,0.4275960070640134
game27_set2_53375,train,2,11,00:35:35,53375,1,1,A,3,點扣,,,1.0,9.0,-0.3708,0.9526,2.0,1.0,-0.8145,0.2255,掛網,對手掛網,B,,9.0,0.0257,-0.3967,8.0,-0.1068,0.9006,0,1,Anders Antonsen,9.0,1.0,,,,,
game27_set2_53909,train,3,1,00:35:56,53909,1,2,B,1,發短球,,1.0,2.0,,-0.032,-0.3088,2.0,7.0,0.1548,0.5017,,,,,8.0,-0.032,-0.3088,8.0,0.3556,0.7332,0,0,Jonatan Christie,8.0,7.0,0.0,0.0,0.3625871969458184,0.6184133024773977,0.3500605156367645
game27_set2_53925,train,3,2,00:35:57,53925,1,2,A,3,放小球,,1.0,2.0,7.0,0.1548,0.5017,2.0,16.0,-0.6815,-0.0148,出界,對手出界,B,,7.0,0.0638,-0.3087,8.0,0.0402,0.507,0,1,Anders Antonsen,7.0,1.0,,,,,
game27_set2_54507,train,4,1,00:36:20,54507,2,2,B,1,發短球,,1.0,2.0,,0.0697,-0.2856,2.0,1.0,-0.7429,0.4938,,,,,8.0,0.0697,-0.2856,8.0,-0.2576,0.7305,0,0,Jonatan Christie,8.0,2.0,0.0,0.0,0.4516260758109903,0.752258861911429,0.4449349286997232
